Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
05:27:09.000,79.0,82.0,76.0,74.0,81.0,21.8,18.0,0.0,0.0,50.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:11.000,76.0,77.0,75.0,73.0,77.0,13.6,9.9,0.0,0.0,52.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:14.000,75.0,79.0,77.0,79.0,80.0,16.5,12.8,0.0,0.0,55.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:16.000,75.0,77.0,74.0,74.0,77.0,17.5,13.9,0.0,0.0,57.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:18.000,79.0,81.0,75.0,75.0,81.0,21.4,17.6,0.0,0.0,59.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:20.000,79.0,80.0,80.0,78.0,80.0,18.5,14.9,0.0,0.0,61.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:22.000,74.0,75.0,72.0,74.0,75.0,19.6,15.9,0.0,0.0,63.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:24.000,75.0,79.0,78.0,75.0,80.0,21.3,17.6,0.0,0.0,65.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:26.000,73.0,75.0,73.0,74.0,75.0,13.6,9.9,0.0,0.0,67.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:28.000,79.0,81.0,73.0,73.0,81.0,20.9,17.1,0.0,0.0,69.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:30.000,76.0,77.0,75.0,80.0,80.0,18.8,15.1,0.0,0.0,71.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:32.000,74.0,75.0,73.0,73.0,77.0,18.2,14.6,0.0,0.0,73.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:34.000,74.0,75.0,72.0,73.0,75.0,12.5,9.0,0.0,0.0,75.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:36.000,74.0,77.0,74.0,74.0,78.0,20.1,16.4,0.0,0.0,77.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:38.000,78.0,80.0,79.0,79.0,80.0,17.0,13.4,0.0,0.0,79.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:40.000,75.0,76.0,74.0,72.0,76.0,18.7,15.1,0.0,0.0,81.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:42.000,73.0,74.0,72.0,72.0,74.0,16.4,12.8,0.0,0.0,83.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:44.000,74.0,81.0,81.0,73.0,81.0,19.9,16.2,0.0,0.0,85.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:46.000,79.0,80.0,78.0,78.0,80.0,18.4,14.8,0.0,0.0,87.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:48.000,76.0,77.0,76.0,74.0,79.0,21.4,17.6,0.0,0.0,89.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:50.000,79.0,79.0,79.0,78.0,79.0,13.8,10.2,0.0,0.0,91.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:52.000,76.0,77.0,73.0,74.0,79.0,19.9,16.2,0.0,0.0,93.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:54.000,79.0,78.0,75.0,79.0,79.0,19.4,15.7,0.0,0.0,95.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:56.000,74.0,74.0,73.0,72.0,75.0,14.0,10.3,0.0,0.0,97.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:27:58.000,75.0,76.0,76.0,74.0,78.0,18.6,15.0,0.0,0.0,99.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:00.000,75.0,75.0,73.0,72.0,75.0,13.2,9.6,0.0,0.0,101.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:02.000,76.0,78.0,74.0,76.0,80.0,17.7,14.1,0.0,0.0,103.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:04.000,75.0,78.0,81.0,79.0,81.0,21.0,17.3,0.0,0.0,105.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:06.000,74.0,75.0,73.0,74.0,76.0,11.3,7.8,0.0,0.0,107.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:08.000,75.0,75.0,75.0,76.0,76.0,17.5,13.8,0.0,0.0,109.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:10.000,73.0,74.0,72.0,73.0,75.0,14.1,10.5,0.0,0.0,111.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:12.000,74.0,75.0,74.0,73.0,75.0,18.4,14.7,0.0,0.0,113.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:14.000,72.0,78.0,78.0,75.0,79.0,15.4,11.8,0.0,0.0,115.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:16.000,76.0,78.0,78.0,77.0,78.0,16.3,12.8,0.0,0.0,117.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:18.000,74.0,75.0,74.0,73.0,79.0,20.6,16.9,0.0,0.0,119.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:20.000,74.0,75.0,74.0,74.0,78.0,18.0,14.4,0.0,0.0,121.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:22.000,74.0,76.0,73.0,74.0,76.0,15.7,12.2,0.0,0.0,123.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:24.000,75.0,78.0,75.0,75.0,80.0,21.4,17.7,0.0,0.0,125.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:26.000,73.0,74.0,71.0,72.0,74.0,12.7,9.2,0.0,0.0,127.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:28.000,75.0,76.0,74.0,74.0,77.0,18.1,14.5,0.0,0.0,129.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:30.000,75.0,76.0,75.0,74.0,77.0,15.9,12.4,0.0,0.0,131.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:32.000,81.0,77.0,75.0,75.0,81.0,22.4,18.6,0.0,0.0,133.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:34.000,75.0,76.0,75.0,74.0,76.0,13.7,10.0,0.0,0.0,135.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:36.000,72.0,75.0,72.0,72.0,75.0,16.6,13.0,0.0,0.0,137.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:38.000,79.0,80.0,80.0,77.0,80.0,21.2,17.5,0.0,0.0,139.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:40.000,74.0,77.0,74.0,73.0,77.0,15.8,12.2,0.0,0.0,141.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:42.000,77.0,82.0,79.0,79.0,82.0,21.8,18.1,0.0,0.0,143.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:44.000,79.0,79.0,72.0,77.0,80.0,17.3,13.7,0.0,0.0,145.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:46.000,77.0,80.0,78.0,78.0,80.0,17.0,13.5,0.0,0.0,147.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:48.000,76.0,78.0,75.0,79.0,79.0,18.8,15.1,0.0,0.0,149.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:50.000,77.0,79.0,79.0,76.0,79.0,19.4,15.7,0.0,0.0,151.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:52.000,75.0,77.0,74.0,76.0,77.0,21.9,18.1,0.0,0.0,153.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:54.000,73.0,75.0,72.0,74.0,77.0,13.7,10.1,0.0,0.0,155.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:56.000,75.0,77.0,73.0,74.0,77.0,13.7,10.1,0.0,0.0,157.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:28:58.000,73.0,74.0,72.0,72.0,74.0,13.6,10.0,0.0,0.0,159.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:00.000,78.0,80.0,80.0,79.0,80.0,19.5,15.8,0.0,0.0,161.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:02.000,75.0,77.0,74.0,73.0,77.0,18.0,14.4,0.0,0.0,163.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:04.000,79.0,78.0,79.0,78.0,79.0,16.3,12.6,0.0,0.0,165.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:06.000,75.0,74.0,72.0,74.0,75.0,13.8,10.1,0.0,0.0,167.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:08.000,72.0,74.0,73.0,73.0,74.0,13.4,9.8,0.0,0.0,169.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:10.000,79.0,80.0,79.0,79.0,80.0,21.6,17.8,0.0,0.0,171.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:12.000,75.0,77.0,75.0,75.0,77.0,12.9,9.3,0.0,0.0,173.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:14.000,75.0,77.0,75.0,74.0,77.0,17.0,13.4,0.0,0.0,175.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:16.000,74.0,75.0,73.0,72.0,75.0,17.4,13.7,0.0,0.0,177.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:18.000,80.0,81.0,80.0,75.0,81.0,18.2,14.5,0.0,0.0,179.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:20.000,76.0,77.0,72.0,72.0,77.0,17.1,13.4,0.0,0.0,181.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:22.000,79.0,81.0,77.0,77.0,81.0,18.5,14.7,0.0,0.0,183.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:24.000,76.0,75.0,72.0,72.0,76.0,15.6,12.0,0.0,0.0,185.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:26.000,73.0,75.0,71.0,72.0,75.0,13.4,9.7,0.0,0.0,187.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:28.000,76.0,76.0,74.0,75.0,76.0,13.1,9.7,0.0,0.0,189.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:30.000,80.0,82.0,75.0,74.0,82.0,20.6,16.9,0.0,0.0,191.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:32.000,74.0,75.0,72.0,73.0,77.0,20.1,16.3,0.0,0.0,193.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:34.000,75.0,77.0,74.0,74.0,79.0,21.0,17.3,0.0,0.0,195.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:36.000,79.0,82.0,75.0,73.0,81.0,20.6,16.8,0.0,0.0,197.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:38.000,76.0,76.0,74.0,73.0,76.0,13.1,9.5,0.0,0.0,199.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:41.000,74.0,77.0,75.0,80.0,80.0,20.4,16.7,0.0,0.0,202.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:43.000,78.0,78.0,79.0,73.0,79.0,20.0,16.3,0.0,0.0,204.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:45.000,75.0,75.0,75.0,74.0,75.0,13.3,9.6,0.0,0.0,206.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:47.000,74.0,75.0,74.0,73.0,76.0,20.7,17.0,0.0,0.0,208.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:49.000,76.0,78.0,77.0,75.0,78.0,20.6,16.9,0.0,0.0,210.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:51.000,73.0,75.0,74.0,72.0,75.0,12.6,9.0,0.0,0.0,212.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:53.000,74.0,75.0,74.0,73.0,75.0,20.6,16.8,0.0,0.0,214.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:55.000,77.0,78.0,78.0,77.0,78.0,13.7,10.1,0.0,0.0,216.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:57.000,74.0,76.0,73.0,76.0,78.0,19.2,15.5,0.0,0.0,218.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:29:59.000,72.0,74.0,72.0,73.0,74.0,12.0,8.5,0.0,0.0,220.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:01.000,79.0,81.0,82.0,79.0,82.0,21.2,17.4,0.0,0.0,222.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:03.000,73.0,75.0,75.0,76.0,78.0,14.0,10.5,0.0,0.0,224.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:05.000,75.0,76.0,74.0,75.0,76.0,17.5,13.8,0.0,0.0,226.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:07.000,75.0,76.0,73.0,73.0,76.0,13.0,9.4,0.0,0.0,228.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:09.000,79.0,78.0,80.0,78.0,80.0,22.3,18.5,0.0,0.0,230.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:11.000,79.0,81.0,77.0,78.0,81.0,21.1,17.3,0.0,0.0,232.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:13.000,79.0,81.0,80.0,78.0,81.0,16.0,12.4,0.0,0.0,234.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:15.000,79.0,82.0,81.0,79.0,82.0,19.2,15.5,0.0,0.0,236.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:17.000,76.0,78.0,74.0,73.0,78.0,16.5,12.8,0.0,0.0,238.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:19.000,72.0,72.0,72.0,72.0,74.0,12.6,9.0,0.0,0.0,240.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:21.000,73.0,75.0,73.0,72.0,76.0,16.2,12.7,0.0,0.0,242.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:23.000,79.0,80.0,79.0,78.0,80.0,17.2,13.6,0.0,0.0,244.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:25.000,75.0,77.0,74.0,74.0,77.0,15.5,11.9,0.0,0.0,246.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:27.000,74.0,75.0,74.0,72.0,75.0,11.8,8.3,0.0,0.0,248.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:29.000,77.0,83.0,78.0,81.0,83.0,25.0,21.2,0.0,0.0,250.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:31.000,75.0,74.0,74.0,75.0,75.0,12.6,9.0,0.0,0.0,252.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:33.000,77.0,83.0,80.0,76.0,83.0,23.1,19.2,0.0,0.0,254.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:35.000,75.0,76.0,75.0,75.0,76.0,14.9,11.2,0.0,0.0,256.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:37.000,75.0,75.0,72.0,73.0,75.0,14.7,11.0,0.0,0.0,258.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:39.000,75.0,80.0,75.0,75.0,80.0,23.8,20.1,0.0,0.0,260.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
05:30:41.000,74.0,75.0,72.0,73.0,76.0,13.4,9.8,0.0,0.0,262.0,Attack,Cryptojacking,CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
